title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre,box_value,multiplier,bo_num
Netaji Subhas Chandra Bose: The Forgotten Hero,2005,https://en.wikipedia.org/wiki/Netaji_Subhas_Chandra_Bose:_The_Forgotten_Hero,Netaji Subhas Chandra Bose: The Forgotten Hero,Shyam Benegal,"Sachin Khedekar, Kulbhushan Kharbanda, Rajit Kapur, Divya Dutta, Arif Zakaria",₹4 crore ,₹1.25 crore ,Sahara India Media Communication Ltd.,,O Is A 2004 Indian Epic Biographical War,1.25,10000000,12500000.0
Naina,2005,https://en.wikipedia.org/wiki/Naina_(2005_film),Naina,Shripal Morakhia,"Urmila Matondkar, Anuj Sawhney, Amardeep Sinha, Shweta Konnur, Kamini Khanna",₹ 5 crore ,₹ 6.94 crore ,SPE Films India,iDream Productions,Supernatural Horror,6.94,10000000,69400000.0
Bunty Aur Babli,2005,https://en.wikipedia.org/wiki/Bunty_Aur_Babli,Bunty Aur Babli,Shaad Ali,"Amitabh Bachchan, Abhishek Bachchan, Rani Mukerji",₹ 14 crore,₹ 90.4 crore (equivalent to ₹ 307 crore or US$36 million in 2023) ,Yash Raj Films,Yash Raj Films,2005 Indian Hindi-Language Crime Comedy,90.4,10000000,904000000.0
Koi Mere Dil Mein Hai,2005,https://en.wikipedia.org/wiki/Koi_Mere_Dil_Mein_Hai,Koi Mere Dil Mein Hai,Deepak Ramsay,"Priyanshu Chatterjee, Dia Mirza",₹ 3.50 crore ,₹ 47 lakh ,,,Koi Mere Dil Mein Hai Is A 2005 Indian,47.0,100000,4700000.0
Parineeta,2005,https://en.wikipedia.org/wiki/Parineeta_(2005_film),Parineeta,Pradeep Sarkar,"Sanjay Dutt, Saif Ali Khan, Vidya Balan, Raima Sen, Dia Mirza Rekhi, Sabyasachi Chakrabarty",,₹ 32.63 crore ,,,05 Indian Hindi-Language Musical Romance,32.63,10000000,326300000.0
Paheli,2005,https://en.wikipedia.org/wiki/Paheli_(2005_film),Paheli,Amol Palekar,"Shah Rukh Khan, Rani Mukerji",₹ 140 million ,₹320 million ,Shree Ashtavinayak Cine Vision(India)Eros International(Worldwide),Red Chillies Entertainment,Is A 2005 Indian Hindi-Language Fantasy,320.0,1000000,320000000.0
Sarkar,2005,https://en.wikipedia.org/wiki/Sarkar_(2005_film),Sarkar,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Kay Kay Menon, Supriya Pathak, Katrina Kaif, Tanishaa, Anupam Kher, Kota Srinivasa Rao",₹140 million ,₹393 million ,K Sera SeraSahara One Motion Pictures,RGV Film Company,Political Crime Thriller,393.0,1000000,393000000.0
Ram Lakhan,1989,https://en.wikipedia.org/wiki/Ram_Lakhan,Ram Lakhan,Subhash Ghai,"Raakhee, Jackie Shroff, Anil Kapoor, Dimple Kapadia, Madhuri Dixit, Amrish Puri",₹ 2.83 crore,est. ₹ 18 crore ,Mukta Arts,Suneha Arts,N Is A 1989 Indian Hindi-Language Masala,18.0,10000000,180000000.0
Purani Haveli,1989,https://en.wikipedia.org/wiki/Purani_Haveli_(film),Purani Haveli,Shyam RamsayTulsi Ramsay,"Deepak Parashar, Amita Nangia, Neelam Mehra, Vijay Arora, Tej Sapru, Satish Shah, Manik Irani, Shehzad Khan",₹40 Lakh,₹1.80 Crore in India,,,Is A 1989 Indian Hindi-Language Horror,1.8,10000000,18000000.0
Suryaa: An Awakening,1989,https://en.wikipedia.org/wiki/Suryaa:_An_Awakening,Suryaa: An Awakening,Esmayeel Shroff,"Raaj Kumar, Vinod Khanna, Bhanupriya, Raj Babbar",₹ 24 million ,₹ 47 million ,,,Is A 1989 Indian Hindi-Language Action,47.0,1000000,47000000.0
Ilaaka,1989,https://en.wikipedia.org/wiki/Ilaaka,Ilaaka,Aziz Sejawal,"Mithun Chakraborty, Sanjay Dutt, Amrita Singh, Madhuri Dixit, Raakhee Gulzar, Om Puri, Amrish Puri, Dharmendra",₹ 25.8 million ,₹ 65.7 million ,,,1989 Indian Hindi-Language Action Drama,65.7,1000000,65700000.0
Raakh,1989,https://en.wikipedia.org/wiki/Raakh,Raakh,Aditya Bhattacharya,"Aamir Khan, Supriya Pathak, Pankaj Kapur",,₹ 15 million (equivalent to ₹ 160 million or US$1.9 million in 2023) ,,,1989 Indian Hindi-Language Action Crime,15.0,1000000,15000000.0
Tridev,1989,https://en.wikipedia.org/wiki/Tridev,Tridev,Rajiv Rai,"Naseeruddin Shah, Sunny Deol, Jackie Shroff, Madhuri Dixit, Sangeeta Bijlani, Sonam Rai, Anupam Kher, Amrish Puri",,₹ 17 crore (equivalent to ₹ 182 crore or US$21 million in 2023) ,Trimurti Films Pvt.Ltd,,Is A 1989 Indian Action Thriller,17.0,10000000,170000000.0
Batwara,1989,https://en.wikipedia.org/wiki/Batwara,Batwara,J.P. Dutta,"Dharmendra, Vinod Khanna, Mohsin Khan, Shammi Kapoor, Dimple Kapadia, Poonam Dhillon, Amrita Singh, Asha Parekh, Kulbhushan Kharbanda, Amrish Puri",₹ est. 30-33 million ,₹ 100 million ,Aftab Pictures,,1989 Indian Hindi-Language Action Drama,100.0,1000000,100000000.0
Love Love Love,1989,https://en.wikipedia.org/wiki/Love_Love_Love_(1989_film),Love Love Love,Babbar Subhash,"Aamir Khan, Juhi Chawla, Gulshan Grover, Raza Murad, Dalip Tahil, Om Shivpuri",,₹2.8 crore ,B. Subhash Movie Unit,,89 Indian Hindi-Language Romantic Action,2.8,10000000,28000000.0
Toofan,1989,https://en.wikipedia.org/wiki/Toofan_(1989_film),Toofan,Ketan Desai,"Amitabh Bachchan, Meenakshi Sheshadri, Amrita Singh, Pran",₹ 40 million ,₹ 80 million ,M.K.D. Films Combine,,S A 1989 Indian Hindi-Language Superhero,80.0,1000000,80000000.0
Jaadugar,1989,https://en.wikipedia.org/wiki/Jaadugar_(1989_film),Jaadugar,Prakash Mehra,"Amitabh Bachchan, Jaya Prada, Aditya Pancholi, Amrita Singh",,₹ 1.8 crores ,Eros EntertainmentPrakash Mehra Productions,,989 Indian Hindi-Language Fantasy Comedy,1.8,10000000,18000000.0
Chandni,1989,https://en.wikipedia.org/wiki/Chandni_(film),Chandni,Yash Chopra,"Sridevi, Rishi Kapoor, Vinod Khanna",₹ 12.8 crore,₹ 17.2 crore ,,Yash Raj Films,Romantic Musical Drama,17.2,10000000,172000000.0
Parinda,1989,https://en.wikipedia.org/wiki/Parinda,Parinda,Vidhu Vinod Chopra,"Jackie Shroff, Anil Kapoor, Nana Patekar, Madhuri Dixit",₹ 12 lakh ,₹ 9 crore ,,Vinod Chopra Productions,989 Indian Hindi-Language Crime Thriller,9.0,10000000,90000000.0
Chaalbaaz,1989,https://en.wikipedia.org/wiki/ChaalBaaz,ChaalBaaz,Pankaj Parashar,"Sridevi, Sunny Deol, Rajinikanth",,est. ₹ 15 crore (equivalent to ₹ 160 crore or US$19 million in 2023) ,Lakshmi Productions,,S A 1989 Indian Hindi-Language Slapstick,15.0,10000000,150000000.0
Mahaadev,1989,https://en.wikipedia.org/wiki/Mahaadev,Mahaadev,Raj N. Sippy,"Vinod Khanna, Meenakshi Sheshadri, Raj Babbar, Sonu Walia",₹ 20.5 million ,₹ 70 million ,,Allied Pictures,89 Indian Hindi-Language Action Thriller,70.0,1000000,70000000.0
Krodhi,1981,https://en.wikipedia.org/wiki/Krodhi,Krodhi,Subhash Ghai,"Dharmendra, Shashi Kapoor, Zeenat Aman, Hema Malini, Sachin, Ranjeeta, Moushumi Chatterjee, Pran, Premnath, Amrish Puri",₹26 million ,₹50 million ,Ranjit FilmsShemaroo Video Pvt. Ltd,,81 Indian Hindi-Language Action Thriller,50.0,1000000,50000000.0
Naseeb,1981,https://en.wikipedia.org/wiki/Naseeb_(1981_film),Naseeb,Manmohan Desai,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini, Reena Roy, Kim",₹ 4 crore (equivalent to ₹ 82 crore or US$9.7 million in 2023) ,₹ 14.5 crore (equivalent to ₹ 297 crore or US$35 million in 2023) ,Aasia Films Pvt. Ltd.,,Is A 1981 Indian Hindi-Language Masala,14.5,10000000,145000000.0
Rocky,1981,https://en.wikipedia.org/wiki/Rocky_(1981_film),Rocky,Sunil Dutt[a],"Sanjay Dutt, Tina Munim, Reena Roy, Shakti Kapoor",,₹ 6 crore ,Shemaroo Videos,,Rocky Is A 1981 Indian Romantic Action,6.0,10000000,60000000.0
Laawaris,1981,https://en.wikipedia.org/wiki/Laawaris_(1981_film),Laawaris,Prakash Mehra,"Amitabh Bachchan, Zeenat Aman",,₹9 crores (equivalent to ₹166 crores in 2020),,,Is A 1981 Indian Masala,9.0,10000000,90000000.0
Ek Duuje Ke Liye,1981,https://en.wikipedia.org/wiki/Ek_Duuje_Ke_Liye,Ek Duuje Ke Liye,K. Balachander,"Kamal Haasan, Rati Agnihotri, Madhavi","₹ 50 lakh (US$59,000)",₹ 10 crore (US$1.2 million) ,Prasad Productions Pvt. Ltd,,Is A 1981 Indian Hindi Romantic Tragedy,10.0,10000000,100000000.0
Silsila,1981,https://en.wikipedia.org/wiki/Silsila_(1981_film),Silsila,Yash Chopra,"Shashi Kapoor, Amitabh Bachchan, Jaya Bachchan, Rekha, Sanjeev Kumar",,₹ 35 million ,Yash Raj Films,,Musical Romantic Drama,35.0,1000000,35000000.0
Katilon Ke Kaatil,1981,https://en.wikipedia.org/wiki/Katilon_Ke_Kaatil,Katilon Ke Kaatil,Arjun Hingorani,"Dharmendra, Rishi Kapoor, Zeenat Aman, Tina Munim, Nirupa Roy, Shakti Kapoor, Amjad Khan, Bruce Le",₹20 million ,₹80 million ,,,81 Indian Hindi-Language Action Thriller,80.0,1000000,80000000.0
Desh Premee,1982,https://en.wikipedia.org/wiki/Desh_Premee,Desh Premee,Manmohan Desai,"Amitabh Bachchan, Hema Malini, Navin Nischol, Parveen Babi, Shammi Kapoor, Premnath, Uttam Kumar, Kader Khan, Prem Chopra, Parikshit Sahni, Amjad Khan, Sharmila Tagore",₹30 million ,₹72 million ,,S.S. Movietone,Is A 1982 Hindi Action,72.0,1000000,72000000.0
Namak Halaal,1982,https://en.wikipedia.org/wiki/Namak_Halaal,Namak Halaal,Prakash Mehra,"Shashi Kapoor, Amitabh Bachchan, Smita Patil, Parveen Babi",,₹120 million ,Chaudary EnterprisesPrakash Mehra Productions,,Is A 1982 Indian Hindi-Language Masala,120.0,1000000,120000000.0
Ghazab,1982,https://en.wikipedia.org/wiki/Ghazab,Ghazab,C. P. Dixit,"Dharmendra, Rekha",₹ est. 20 million ,₹ 70 million ,,,Action Comedy-Drama,70.0,1000000,70000000.0
Mughal-E-Azam,1960,https://en.wikipedia.org/wiki/Mughal-e-Azam,Mughal-e-Azam,K. Asif,"Prithviraj Kapoor, Dilip Kumar, Madhubala, Durga Khote",₹ 10.5–15 million,est. ₹ 110 million (India) ,,Sterling Investment Corporation,Is A 1960 Indian Epic Historical Drama,110.0,1000000,110000000.0
Kohinoor,1960,https://en.wikipedia.org/wiki/Kohinoor_(1960_film),Kohinoor,S. U. Sunny,"Dilip Kumar, Meena Kumari, Leela Chitnis",,1.5 crore ,,,Oor Is A 1960 Bollywood Action Adventure,1.5,10000000,15000000.0
Barsaat Ki Raat,1960,https://en.wikipedia.org/wiki/Barsaat_Ki_Raat,Barsaat Ki Raat,P. L. Santoshi,"Madhubala, Bharat Bhushan, Shyama",,est. ₹35 million ,,,0 Indian Hindi-Language Romantic Musical,35.0,1000000,35000000.0
Jis Desh Men Ganga Behti Hai,1960,https://en.wikipedia.org/wiki/Jis_Desh_Mein_Ganga_Behti_Hai,Jis Desh Mein Ganga Behti Hai,Radhu Karmakar,"Raj Kapoor, Padmini Ramachandran, Pran",,₹2 crore ,,,Was An Indian,2.0,10000000,20000000.0
Dil Apna Aur Preet Parai,1960,https://en.wikipedia.org/wiki/Dil_Apna_Aur_Preet_Parai,Dil Apna Aur Preet Parai,Kishore Sahu,"Raaj Kumar, Meena Kumari, Nadira",,₹ 90 lakh (equivalent to ₹ 81 crore or US$9.6 million in 2023),,Mahal Pictures,960 Indian Hindi-Language Romantic Drama,90.0,10000000,900000000.0
Patang,1960,https://en.wikipedia.org/wiki/Kati_Patang,Kati Patang,Shakti Samanta,"Asha Parekh, Rajesh Khanna, Prem Chopra, Bindu, Nazir Hussain",,₹ 4.70 crore (equivalent to ₹ 232 crore or US$27 million in 2023) ,Shakti FilmsUnited ProducersAsian Television Network,,1971 Indian Hindi-Language Musical Drama,4.7,10000000,47000000.0
Gunga Jumna,1961,https://en.wikipedia.org/wiki/Gunga_Jumna,Gunga Jumna,Nitin BoseDilip Kumar(ghost director),"Dilip Kumar, Vyjayanthimala, Nasir Khan",,est. ₹11.27 crore ( $23.63 million ),Citizen Films,,Is A 1961 Indian Crime Drama,11.27,10000000,112700000.0
Jab Pyar Kisise Hota Hai,1961,https://en.wikipedia.org/wiki/Jab_Pyar_Kisi_Se_Hota_Hai,Jab Pyar Kisi Se Hota Hai,Nasir Hussain,"Dev Anand, Asha Parekh, Pran, Rajendra Nath",,"₹ 1,80,00,000",,,Is A 1961 Hindi-Language Musical Comedy,1.0,1,1.0
Boy Friend,1961,https://en.wikipedia.org/wiki/Boy_Friend_(1961_film),Boy Friend,Naresh Saigal,"Shammi Kapoor, Madhubala, Dharmendra",,est. ₹ 5.2 million,,,Is A 1961 Hindi-Language Romantic Comedy,5.2,1000000,5200000.0
Zindagi Aur Khwab,1961,https://en.wikipedia.org/wiki/Zindagi_Aur_Khwab,Zindagi Aur Khwab,S. Banerji,"Rajendra Kumar, Meena Kumari",,₹ 60 lakh (equivalent to ₹ 53 crore or US$6.3 million in 2023) ,,,Is A 1961 Bollywood Drama,60.0,10000000,600000000.0
Jhumroo,1961,https://en.wikipedia.org/wiki/Jhumroo,Jhumroo,Shankar Mukherjee,"Madhubala, Kishore Kumar",,est. ₹ 1.1 crore ( est. ₹ 107 crore as of 2016),,K. S. Films[1],61 Indian Hindi-Language Romantic Comedy,1.1,10000000,11000000.0
Chhote Nawab,1961,https://en.wikipedia.org/wiki/Chhote_Nawab,Chhote Nawab,S.A. Akbar,"Ameeta, Mehmood, Johnny Walker, Helen",,est. ₹ 5.2 million ,,Mumtaz Films,61 Indian Hindi-Language Romantic Comedy,5.2,1000000,5200000.0
Nazrana,1961,https://en.wikipedia.org/wiki/Nazrana_(1961_film),Nazrana,C. V. Sridhar,"Raj Kapoor, Vyjayanthimala, Usha Kiran","₹ 40,00,000 ( estimated )","₹ 90,00,000",Venus Pictures,Venus Pictures,Black-And-White Hindi-Language Melodrama,90.0,1,90.0
Hariyali Aur Rasta,1962,https://en.wikipedia.org/wiki/Hariyali_Aur_Rasta,Hariyali Aur Rasta,Vijay Bhatt,"Manoj Kumar, Mala Sinha, Shashikala, Om Prakash",,"Rs. 1,90,00,000 ",,Shri Prakash Pictures,Is A 1962 Hindi,1.0,1,1.0
Half Ticket,1962,https://en.wikipedia.org/wiki/Half_Ticket_(1962_film),Half Ticket,Kalidas,"Madhubala, Kishore Kumar, Pran",,est. ₹ 1 crore ( est. ₹ 119 crore as of 2011) ,,,Is A 1962 Indian Hindi-Language Comedy,1.0,10000000,10000000.0
Sahib Bibi Aur Ghulam,1962,https://en.wikipedia.org/wiki/Sahib_Bibi_Aur_Ghulam,Sahib Bibi Aur Ghulam,Abrar Alvi,"Meena Kumari, Guru Dutt, Rehman, Waheeda Rehman",,₹ 8.4 million ,,Guru Dutt Movies Pvt. Ltd.,Is A 1962 Indian Hindi-Language Drama,8.4,1000000,8400000.0
Bees Saal Baad,1962,https://en.wikipedia.org/wiki/Bees_Saal_Baad_(1962_film),Bees Saal Baad,Biren Nag,"Biswajeet, Waheeda Rehman, Madan Puri, Asit Sen",,₹30 million ,Geetanjali Pictures,Geetanjali Pictures,Psychological Thriller,30.0,1000000,30000000.0
Ek Musafir Ek Hasina,1962,https://en.wikipedia.org/wiki/Ek_Musafir_Ek_Hasina,Ek Musafir Ek Hasinaa,Raj Khosla,"Joy Mukherjee, Sadhana",,"₹ 2,50,00,000 ",,,Is A 1962 Bollywood,2.0,1,2.0
Baat Ek Raat Ki,1962,https://en.wikipedia.org/wiki/Baat_Ek_Raat_Ki,Baat Ek Raat Ki,Shankar Mukherjee,"Dev Anand, Waheeda Rehman, Johnny Walker, Asit Sen",,"72,00,000 ",,,Is A 1962 Hindi,72.0,1,72.0
Aarti,1962,https://en.wikipedia.org/wiki/Aarti_(film),Aarti,Phani Majumdar,"Ashok Kumar, Meena Kumari, Pradeep Kumar, Shashikala",,₹75 lakh ,,Rajshri Productions,Aarti Is A 1962 Indian Hindi-Language,75.0,100000,7500000.0
Dr. Vidya,1962,https://en.wikipedia.org/wiki/Dr._Vidya,Dr. Vidya,Rajendra Bhatia,"Vyjayanthimala, Manoj Kumar, Leela Chitnis, Nazir Hussain",,"₹ 80,00,000",Deluxe Films,Mohan Studio,62 Hindi Black-And-White Romantic Family,80.0,1,80.0
Prem Patra,1962,https://en.wikipedia.org/wiki/Prem_Patra,Prem Patra,Bimal Roy,"Shashi Kapoor, Sadhana",,₹ 3.8 million,,,962 Indian Hindi-Language Romantic Drama,3.8,1000000,3800000.0
Tere Ghar Ke Samne,1963,https://en.wikipedia.org/wiki/Tere_Ghar_Ke_Samne,Tere Ghar Ke Samne,Vijay Anand[2][3][4],"Dev Anand, Nutan, Rajendra Nath, Om Prakash, Harindranath Chattopadhyay",,₹ 2 crore ,,,Is A 1963 Hindi,2.0,10000000,20000000.0
Dil Ek Mandir,1963,https://en.wikipedia.org/wiki/Dil_Ek_Mandir,Dil Ek Mandir,C. V. Sridhar,"Rajendra Kumar, Meena Kumari, Raaj Kumar",,₹ 1.1 crore (equivalent to ₹ 91 crore or US$11 million in 2023) ,,,963 Indian Hindi-Language Romantic Drama,1.1,10000000,11000000.0
Agneepath,1990,https://en.wikipedia.org/wiki/Agneepath_(1990_film),Agneepath,Mukul S. Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari, Danny Denzongpa, Rohini Hattangadi, Archana Puran Singh",,₹ 102.5 million (US$1.2 million) ,Dharma Productions,Dharma Productions,1990 Indian Hindi-Language Action Crime,102.5,1000000,102500000.0
Tum Mere Ho,1990,https://en.wikipedia.org/wiki/Tum_Mere_Ho,Tum Mere Ho,Tahir Hussain,"Aamir Khan, Juhi Chawla",,₹ 38 million (equivalent to ₹ 370 million or US$4.4 million in 2023) ,,Tahir Hussain Enterprises,Is A 1990 Indian Fantasy Revenge Drama,38.0,1000000,38000000.0
Hum Se Na Takrana,1990,https://en.wikipedia.org/wiki/Hum_Se_Na_Takrana,Hum Se Na Takrana,Deepak Bahry,"Dharmendra, Shatrughan Sinha, Mithun Chakraborty, Anita Raj, Kimi Katkar",₹ 25 million ,₹ 77 million ,,,A Is A 1990 Indian Hindi-Language Action,77.0,1000000,77000000.0
Ghayal,1990,https://en.wikipedia.org/wiki/Ghayal_(1990_film),Ghayal,Rajkumar Santoshi,"Sunny Deol, Meenakshi Seshadri, Amrish Puri, Raj Babbar, Moushmi Chatterjee",₹ 2.5 crore,₹ 20 crore,Vijayta Films,Vijayta Films,1990 Indian Hindi-Language Action Drama,20.0,10000000,200000000.0
Dil,1990,https://en.wikipedia.org/wiki/Dil_(1990_film),Dil,Indra Kumar,"Aamir Khan, Madhuri Dixit, Anupam Kher, Saeed Jaffrey",₹2 crore,est. ₹20 crore ($11.42 million) ,,Maruti International,990 Indian Hindi-Language Romantic Drama,20.0,10000000,200000000.0
Aashiqui,1990,https://en.wikipedia.org/wiki/Aashiqui,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Aggarwal",est. ₹30 Lakh,est. ₹5 crore,T-Series Films,,Is A 1990 Indian Musical Romantic Drama,5.0,10000000,50000000.0
Nazar,1990,https://en.wikipedia.org/wiki/Aashiqui,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Aggarwal",est. ₹30 Lakh,est. ₹5 crore,T-Series Films,,Is A 1990 Indian Musical Romantic Drama,5.0,10000000,50000000.0
Baaghi: A Rebel for Love,1990,https://en.wikipedia.org/wiki/Baaghi_(1990_film),Baaghi,Deepak Shivdasani,"Salman Khan, Nagma",,est. ₹ 55 million (equivalent to ₹ 540 million or US$6.4 million in 2023) ,,Neha Arts,Romantic Action Drama,55.0,1000000,55000000.0
Sanam Bewafa,1991,https://en.wikipedia.org/wiki/Sanam_Bewafa,Sanam Bewafa,Saawan Kumar Tak,"Salman Khan, Chandni, Pran, Danny Denzongpa",₹ 90 Lakh,est. ₹ 10.25 crore (equivalent to ₹ 88 crore or US$10 million in 2023) ,Disney IndiaShemaroo EntertainmentTips Industries Limited,Saawan Kumar Tak Productions Pvt Ltd,Is A 1991 Indian Hindi-Language,10.25,10000000,102500000.0
Saugandh,1991,https://en.wikipedia.org/wiki/Saugandh_(1991_film),Saugandh,Raj Sippy,"Akshay Kumar, Shantipriya, Mukesh Khanna",,₹2 crore ,,Tridev Films,Is A 1991 Indian Hindi-Language Action,2.0,10000000,20000000.0
Farishtay,1991,https://en.wikipedia.org/wiki/Farishtay,Farishtay,Anil Sharma,"Dharmendra, Vinod Khanna, Rajnikanth, Jaya Prada, Sridevi, Swapna, Sadashiv Amrapurkar, Kulbhushan Kharbanda",₹ 32.7 million ,₹ 48 million (India Nett) ,S. G. S. Films,,1991 Indian Hindi-Language Action Drama,48.0,1000000,48000000.0
"World, Zombied.",2021,https://en.wikipedia.org/wiki/Zombie_Reddy,Zombie Reddy,Prasanth Varma,"Teja Sajja, Anandhi, Daksha Nagarkar",₹40 million ,₹120 million ,Geetha ArtsSiily Monks,Apple Trees Studios,Telugu-Language Horror Crime Thriller,120.0,1000000,120000000.0
Bell Bottom,2021,https://en.wikipedia.org/wiki/Bell_Bottom_(2021_film),Bell Bottom,Ranjit M. Tewari,"Akshay Kumar, Vaani Kapoor, Lara Dutta",₹150 crore ,est. ₹50.58 crore ,Pen Marudhar Entertainment,,21 Indian Hindi-Language Action Thriller,50.58,10000000,505800000.0
Chehre,2021,https://en.wikipedia.org/wiki/Chehre,Chehre,Rumi Jaffery,"Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Siddhanth Kapoor, Annu Kapoor, Alexx O'Nell, Samir Soni, Raghubir Yadav, Dhritiman Chatterjee, Rhea Chakraborty",₹25 crore ,₹8.26 crore ,Pen Marudhar Entertainment,,1 Indian Hindi-Language Mystery Thriller,8.26,10000000,82600000.0
Sooryavanshi,2021,https://en.wikipedia.org/wiki/Sooryavanshi,Sooryavanshi,Rohit Shetty,"Akshay Kumar, Katrina Kaif, Jackie Shroff, Ajay Devgn, Ranveer Singh",₹ 160 crore ,est. ₹294.91 crore ,PVR Pictures,,2021 Indian Hindi-Language Action Drama,294.91,10000000,2949100000.0
Bunty Aur Babli 2,2021,https://en.wikipedia.org/wiki/Bunty_Aur_Babli_2,Bunty Aur Babli 2,Varun V. Sharma,"Saif Ali Khan, Rani Mukerji, Siddhant Chaturvedi, Sharvari, Pankaj Tripathi",₹45 crore ,₹22.12 crore ,Yash Raj Films,Yash Raj Films,2021 Indian Hindi-Language Crime Comedy,22.12,10000000,221200000.0
Antim: The Final Truth,2021,https://en.wikipedia.org/wiki/Antim:_The_Final_Truth,Antim: The Final Truth,Mahesh Manjrekar,"Salman Khan, Aayush Sharma, Mahima Makwana, Jisshu Sengupta, Waluscha De Sousa",₹40–48 crore ,est. ₹59.11 crore ,Zee Studios,Salman Khan Films,H Is A 2021 Indian Hindi-Language Action,59.11,10000000,591100000.0
Satyameva Jayate 2,2021,https://en.wikipedia.org/wiki/Satyameva_Jayate_2,Satyameva Jayate 2,Milap Milan Zaveri,"John Abraham, Divya Khosla Kumar",₹95 crore ,₹17.29 crore ,AA Films,,1 Indian Hindi-Language Vigilante Action,17.29,10000000,172900000.0
Tadap,2021,https://en.wikipedia.org/wiki/Tadap_(2021_film),Tadap,Milan Luthria,"Ahan Shetty, Tara Sutaria",₹27 crore ,est. ₹34.86 crore ,Fox Star Studios,,Romantic Action Thriller,34.86,10000000,348600000.0
Chandigarh Kare Aashiqui,2021,https://en.wikipedia.org/wiki/Chandigarh_Kare_Aashiqui,Chandigarh Kare Aashiqui,Abhishek Kapoor,"Ayushmann Khurrana, Vaani Kapoor",₹40 crore ,₹ 41.23 crore ,AA Films,,21 Indian Hindi-Language Romantic Comedy,41.23,10000000,412300000.0
Velle,2021,https://en.wikipedia.org/wiki/Velle_(film),Velle,Deven Munjal,"Abhay Deol, Mouni Roy, Karan Deol, Anya Singh",₹12 Crore,₹19.36 Crore,PVR Pictures,,2021 Indian Hindi-Language Crime Comedy,19.36,10000000,193600000.0
Koochie Koochie Hota Hai,2021,https://en.wikipedia.org/wiki/Kuch_Kuch_Hota_Hai,Kuch Kuch Hota Hai,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Salman Khan, Sana Saeed",₹ 100 million ,est. ₹ 1.07 billion ,Yash Raj Films,Dharma Productions,Romantic Comedy-Drama,1.07,1000000000,1070000000.0
Aata,2021,https://en.wikipedia.org/wiki/Aata_(2007_film),Aata,V. N. Aditya,"Siddharth, Ileana D'Cruz, Munna, Sunil",,₹8 crore distributors' share ,,Sumanth Art Productions,7 Indian Telugu-Language Romantic Action,8.0,10000000,80000000.0
Roop Calling...,2021,https://en.wikipedia.org/wiki/Roop_Nagar_Ke_Cheetey,Roop Nagar Ke Cheetey,Vihan Suryavanshi,"Karan Parab, Kunal Shukla, Aayushi Bhave, Sana Prabhu, Mugdha Chaphekar, Hemal Ingle, Ajit Pawar",,est. ₹3.72 crore ,AA Films,ACE Entertainment,Ke Cheetey Is An Indian Marathi Language,3.72,10000000,37200000.0
Gangubai Kathiawadi,2022,https://en.wikipedia.org/wiki/Gangubai_Kathiawadi,Gangubai Kathiawadi,Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari, Seema Pahwa, Jim Sarbh, Ajay Devgn",₹ 100 crore ,est. ₹ 209.77 crore ,Pen Marudhar Entertainment,,Biographical Crime Drama,209.77,10000000,2097700000.0
Badhaai Do,2022,https://en.wikipedia.org/wiki/Badhaai_Do,Badhaai Do,Harshavardhan Kulkarni,"Rajkummar Rao, Bhumi Pednekar, Sheeba Chaddha, Chum Darang, Gulshan Devaiah",₹25 crore ,est. ₹28.33 crore ,Zee Studios,Junglee Pictures,2022 Indian Hindi-Language Comedy-Drama,28.33,10000000,283300000.0
